Date,RequestedQTY,GoodsIssuedQTY,InvoicedQTY,PDO number,req_Illy,req_Teddy,req_Thun,req_other,inv_Illy,inv_Teddy,inv_Thun,inv_other,req_ThunB2B,req_ThunB2C,req_ThunB2B_AA,req_ThunB2B_PP,req_ThunB2B_Sorter,req_ThunB2B_Sort_BVB,req_ThunB2B_Sort_SM,req_ThunB2B_SortSM_10more_no,req_ThunB2B_SortSM_10more_yes,Thun_PDOs,req_BowlPros,inv_BowlPros,AVGperPDO_Thun_ReqQ,AVGperPDO_Thun_SKU,AVGperPDOThunB2B_ReqQ,AVGperPDOThunB2B_InvQ,AVGperPDOThunB2B_SKU,AVGperPDOThunB2B_PDOs,AVGperPDOThunB2C_ReqQ,AVGperPDOThunB2C_InvQ,AVGperPDOThunB2C_SKU,AVGperPDOThunB2C_PDOs,AVGperPDOThunB2Bsort_ReqQ,AVGperPDOThunB2Bsort_InvQ,AVGperPDOThunB2Bsort_SKU,ThunB2Bsort_PDOs,AVGperPDOThunB2Bpp_ReqQ,AVGperPDOThunB2Bpp_InvQ,AVGperPDOThunB2Bpp_SKU,ThunB2Bpp_PDOs,AVGperPDOThunB2Baa_ReqQ,AVGperPDOThunB2Baa_InvQ,AVGperPDOThunB2Baa_SKU,ThunB2Baa_PDOs,AVGperPDO_ReqQ,AVGperPDO_InvQ,AVGperPDO_SKU,BOL_B2B Thun,BOL_B2B AA Thun,BOL_B2B P&P Thun,BOL_B2B Sorter Thun,BOL_B2B Sorter SM Thun,BOL_B2B Sorter BVB Thun,BOL_B2B Sorter riassortimenti WHS,BOL_B2C Thun,BOL_B2C Sorter Thun,BOL_B2C P2L Thun,BOL_Inbound Thun
2016-12-26,1616.0,1613.0,1613.0,135,635.0,0.0,981.0,0.0,635.0,0.0,978.0,0.0,958.0,23.0,38.0,71.0,849.0,91.0,758.0,28.0,730.0,32.0,0.0,0.0,30.65625,5.9375,59.875,59.8125,10.5,16.0,1.4375,1.3125,1.375,16.0,85.2,85.1,11.5,10.0,22.66666666666667,22.66666666666667,15.666666666666664,3.0,12.666666666666664,12.666666666666664,2.0,3.0,13.105263157894735,12.61654135338346,3.421052631578948,,,,,,,,,,,
2017-01-02,227928.0,217034.0,216049.0,12075,12851.0,0.0,215041.0,36.0,11866.0,0.0,204147.0,36.0,203715.0,11326.0,10095.0,41494.0,152126.0,21499.0,130627.0,13306.0,117321.0,10190.0,0.0,0.0,21.10314033366045,5.265161923454367,27.06456755679553,25.65470971170453,6.0098312740799775,7527.0,4.2530980097634234,4.1472024033045445,3.160345475028164,2663.0,30.846757954087803,28.899718082964156,7.628674989931534,4966.0,51.39390088945362,50.495552731893255,5.9377382465057185,787.0,5.683765501691092,5.550732807215333,1.5101465614430665,1774.0,19.028842947649213,18.019589863287766,4.836945648549516,,,,,,,,,,,
2017-01-09,176524.0,167839.0,166669.0,10663,14442.0,0.0,162078.0,4.0,13272.0,0.0,153393.0,4.0,150296.0,11782.0,10372.0,15488.0,124436.0,18338.0,106098.0,7856.0,98242.0,8658.0,0.0,0.0,18.72002772002772,6.527489027489027,24.414554905782968,23.046783625730995,7.958576998050683,6156.0,4.709032773780975,4.603117505995204,3.006394884092726,2502.0,30.58456157881589,28.88058955783163,10.912815388458657,4003.0,29.95890410958904,27.50513698630137,5.0479452054794525,584.0,6.6093052899936255,6.503505417463352,1.5047801147227533,1569.0,17.00974245201119,16.068872383524646,5.8778817401369725,,,,,,,,,,,
2017-01-16,289548.0,280089.0,279048.0,12330,14555.0,0.0,274961.0,32.0,13514.0,0.0,265502.0,32.0,266092.0,8869.0,7032.0,96814.0,162246.0,16473.0,145773.0,7504.0,138269.0,10235.0,0.0,0.0,26.864777723497802,5.017293600390817,33.83672431332655,32.67561037639878,5.753942014242116,7864.0,3.740615773935049,3.602277520033741,2.574019401096584,2371.0,38.90597265531302,36.864955624850076,9.284720556488367,4169.0,65.84704282800816,65.46227056424202,2.5214140040788577,1471.0,3.1618705035971217,3.1366906474820144,1.2733812949640289,2224.0,23.950738509778038,23.071870616387486,4.6436999752454815,,,,,,,,,,,
2017-01-23,248337.0,234044.0,232787.0,15942,15244.0,0.0,233063.0,30.0,13987.0,0.0,218770.0,30.0,227146.0,5917.0,19650.0,37187.0,170309.0,19220.0,151089.0,8414.0,142675.0,13724.0,0.0,0.0,16.982148061789566,3.9221801224132906,18.919373646510078,17.762452107279692,4.149675162418791,12006.0,3.4441210710128054,3.2095459837019784,2.3323632130384166,1718.0,36.43623000432339,33.921098140942505,7.076740164288802,4626.0,12.479106858054225,12.247527910685804,2.0810207336523128,3135.0,4.586572438162544,4.2263839811542985,2.4876325088339217,4245.0,15.892923590171295,14.90184127798807,3.755308911272214,,,,,,,,,,,
2017-01-30,190462.0,175915.0,174835.0,9324,13200.0,0.0,177195.0,67.0,12120.0,0.0,162660.0,55.0,173210.0,3985.0,6550.0,22186.0,144474.0,11483.0,132991.0,8412.0,124579.0,7443.0,0.0,0.0,23.806932688432088,6.966277038828429,28.17797299495689,25.883520416463323,7.945664551813892,6147.0,3.0748456790123457,2.742283950617284,2.320987654320988,1296.0,34.39105731225296,31.805335968379445,9.530879446640316,4048.0,24.60896860986547,23.297757847533628,7.496860986547085,1115.0,6.6626016260162615,4.452235772357724,1.9329268292682928,984.0,21.078546177640305,19.341361025187805,6.240720282810428,,,,,,,,,,,
2017-02-06,311527.0,294205.0,292818.0,16948,16229.0,0.0,295246.0,52.0,14842.0,0.0,277924.0,52.0,292179.0,3067.0,28596.0,23808.0,239775.0,16211.0,223564.0,15975.0,207589.0,14765.0,0.0,0.0,19.996342702336605,3.8102268879106,21.089865742745772,19.862927674317888,3.9060199220441745,13854.0,3.366630076838639,3.0109769484083424,2.353457738748628,911.0,28.973277074542896,27.360823424114567,5.168137066871244,7821.0,16.040417209908732,14.548891786179922,3.13342025206432,2301.0,7.682207931404072,7.426312968917471,1.737406216505895,3732.0,18.740452957475004,17.62173232140706,3.6786531743163473,,,,,,,,,,,
2017-02-13,378690.0,343601.0,342392.0,17658,15519.0,0.0,363162.0,9.0,14310.0,0.0,328073.0,9.0,359251.0,3911.0,29552.0,28410.0,301289.0,29274.0,272015.0,18368.0,253647.0,15511.0,0.0,0.0,23.413190638901426,6.392366707497906,25.05761316872428,22.62614214968264,6.710260166004045,14337.0,3.3313458262350935,3.1362862010221466,2.5102214650766608,1174.0,31.788835800023307,28.45181214310686,9.220836732315579,8581.0,22.60471854304636,20.413079470198678,4.376655629139074,2416.0,9.538323353293412,9.25988023952096,1.9482035928143715,3340.0,21.709326306141158,19.623739688359304,5.974908340971585,,,,,,,,,,,
2017-02-20,290343.0,279688.0,278561.0,12097,12368.0,0.0,277953.0,22.0,11241.0,0.0,267298.0,22.0,272815.0,5138.0,30813.0,34032.0,207970.0,28016.0,179954.0,8638.0,171316.0,10358.0,0.0,0.0,26.83462058312416,7.33732380768488,30.095421952564806,28.93987865416437,7.931605074462218,9065.0,3.973704563031709,3.8344934261407584,3.17092034029389,1293.0,32.27606511950121,31.513508832698307,10.260304814686524,5774.0,23.77806652806653,20.968814968814968,3.283783783783784,1924.0,29.77615215801024,29.2882223847842,4.637161667885882,1367.0,24.585367921329265,23.601051203797894,6.766531027466938,,,,,,,,,,,
2017-02-27,227106.0,221624.0,220500.0,10497,14868.0,0.0,212210.0,28.0,13744.0,0.0,206728.0,28.0,210436.0,1774.0,9277.0,20359.0,180800.0,26707.0,154093.0,9723.0,144370.0,8511.0,0.0,0.0,24.93361532134884,7.860415932322876,26.40682645250345,25.72267536704731,8.223992972769482,7969.0,3.273062730627306,3.2177121771217716,2.514760147601476,542.0,31.32959597912237,30.735743282427997,10.518074618209935,5173.0,51.34356725146199,49.0,9.597953216374266,684.0,6.273200757575758,5.90530303030303,2.160037878787879,2112.0,21.990131578947373,21.337558049535605,6.934210526315789,,,,,,,,,,,
2017-03-06,264753.0,260367.0,259049.0,11504,15677.0,0.0,249037.0,39.0,14359.0,0.0,244651.0,39.0,248015.0,1022.0,17681.0,31416.0,198918.0,20562.0,178356.0,5827.0,172529.0,9357.0,0.0,0.0,26.615047557977988,6.077268355242064,27.514422010206342,27.028954958952745,6.235189704903482,9014.0,2.9795918367346936,2.9504373177842567,1.927113702623907,343.0,38.84562537886442,38.08466356839766,9.450191957971308,4949.0,24.03130870381966,23.734502191609263,2.751408891671885,1597.0,7.046191247974068,6.991085899513776,2.042544570502431,2468.0,23.57167052950615,23.0728293813514,5.492155464432162,,,,,,,,,,,
2017-03-13,279352.0,275748.0,274408.0,12670,16976.0,0.0,262366.0,10.0,15636.0,0.0,258762.0,10.0,261046.0,1320.0,19710.0,33348.0,207988.0,9817.0,198171.0,12282.0,185889.0,10713.0,0.0,0.0,24.490432185195555,4.623728180715019,25.248670084147406,24.900570654802202,4.710320147016152,10339.0,3.5294117647058822,3.516042780748663,2.229946524064171,374.0,34.941303985325995,34.368017342004336,6.844422211105553,5997.0,20.32501599488164,20.282149712092128,1.8087012156110045,1563.0,7.101475350845628,7.067650233897085,1.7369557394746309,2779.0,22.363556408411288,21.970016790597267,4.352362676900936,,,,,,,,,,,
2017-03-20,221748.0,217490.0,216246.0,10156,17361.0,0.0,204316.0,71.0,16117.0,0.0,200059.0,70.0,203102.0,1214.0,57434.0,23207.0,122461.0,11573.0,110888.0,7889.0,102999.0,7933.0,0.0,0.0,25.75519979831085,5.151771082818605,26.727464140018427,26.169232793788648,5.272009474930912,7599.0,3.634730538922156,3.5898203592814366,2.4161676646706587,334.0,30.500244498777505,29.559657701711487,8.64278728606357,4090.0,20.33333333333333,20.240038872691933,1.5568513119533527,1029.0,23.158467741935482,23.03790322580645,1.2544354838709677,2480.0,22.176664667066582,21.624775044991,4.601179764047191,,,,,,,,,,,
2017-03-27,218108.0,212519.0,211688.0,11817,11635.0,0.0,206433.0,40.0,10804.0,0.0,200844.0,40.0,205340.0,1093.0,44211.0,27644.0,133485.0,16465.0,117020.0,8537.0,108483.0,10422.0,0.0,0.0,19.826616772212628,5.451640759930916,20.168776371308017,19.62113629673241,5.505347855951331,10191.0,4.731601731601732,4.696969696969697,3.0822510822510822,231.0,28.235652722303968,27.432415387849485,9.697288206853061,4757.0,30.891705069124427,29.653225806451612,2.1255760368663594,868.0,9.726018396846257,9.575996495838806,1.7805519053876475,4566.0,18.71492357891121,18.174137042761465,5.144684870341748,,,,,,,,,,,
2017-04-03,184668.00199999998,183172.0,182301.0,8678,16486.0,0.0,168003.00199999998,179.0,15595.0,0.0,166527.0,179.0,165940.00199999998,2063.0,46794.0,24895.0,94251.002,8773.0,85478.00200000001,5164.002,80314.0,6574.0,0.0,0.0,25.52525129297232,4.782628536659568,27.40863271043493,27.17115925252191,4.963122209360012,6047.0,3.9146110056926,3.838709677419355,2.7115749525616697,527.0,30.340412483912488,29.90797940797941,8.156692406692407,3108.0,34.752808988764045,34.859550561797754,1.6980337078651686,712.0,20.9690166142793,20.893578805568033,1.5500673551863493,2227.0,21.511547174190554,21.222351166299177,4.244632702796797,,,,,,,,,,,
